INSERT INTO product_incomes (id, product_id, period_type, total_units_sold, product_specific_income, record_date) VALUES
(6421, 35, 'daily', 37, 231.23, '2024-03-02'),
(6422, 35, 'daily', 14, 31.23, '2024-03-03'),
(6423, 35, 'daily', 40, 385.82, '2024-03-04'),
(6424, 35, 'daily', 24, 37.54, '2024-03-05'),
(6425, 35, 'daily', 23, 162.12, '2024-03-06'),
(6426, 35, 'daily', 20, 153.23, '2024-03-07'),
(6427, 35, 'daily', 43, 238.51, '2024-03-08'),
(6428, 35, 'daily', 49, 113.9, '2024-03-09'),
(6429, 35, 'daily', 33, 286.94, '2024-03-10'),
(6430, 35, 'daily', 23, 30.02, '2024-03-11'),
(6431, 35, 'daily', 36, 50.86, '2024-03-12'),
(6432, 35, 'daily', 49, 345.3, '2024-03-13'),
(6433, 35, 'daily', 12, 114.57, '2024-03-14'),
(6434, 35, 'daily', 21, 152.85, '2024-03-15'),
(6435, 35, 'daily', 48, 398.9, '2024-03-16'),
(6436, 35, 'daily', 12, 54.47, '2024-03-17'),
(6437, 35, 'daily', 24, 143.15, '2024-03-18'),
(6438, 35, 'daily', 12, 51.29, '2024-03-19'),
(6439, 35, 'daily', 30, 58.75, '2024-03-20'),
(6440, 35, 'daily', 49, 155.15, '2024-03-21'),
(6441, 35, 'daily', 31, 142.64, '2024-09-01'),
(6442, 35, 'daily', 41, 315.78, '2024-09-02'),
(6443, 35, 'daily', 36, 292.43, '2024-09-03'),
(6444, 35, 'daily', 18, 98.16, '2024-09-04'),
(6445, 35, 'daily', 49, 146.24, '2024-09-05'),
(6446, 35, 'daily', 37, 88.73, '2024-09-06'),
(6447, 35, 'daily', 21, 207.04, '2024-09-07'),
(6448, 35, 'daily', 11, 101.17, '2024-09-08'),
(6449, 35, 'daily', 10, 98.41, '2024-09-09'),
(6450, 35, 'daily', 24, 233.6, '2024-09-10'),
(6451, 35, 'daily', 22, 44.72, '2024-09-11'),
(6452, 35, 'daily', 49, 258.97, '2024-09-12'),
(6453, 35, 'daily', 50, 332.17, '2024-09-13'),
(6454, 35, 'daily', 28, 46.22, '2024-09-14'),
(6455, 35, 'daily', 45, 286.22, '2024-09-15'),
(6456, 35, 'daily', 25, 156.68, '2024-09-16'),
(6457, 35, 'daily', 46, 271.82, '2024-09-17'),
(6458, 35, 'daily', 50, 407.1, '2024-09-18'),
(6459, 35, 'daily', 13, 57.51, '2024-09-19'),
(6460, 35, 'daily', 16, 133.58, '2024-09-20'),
(6461, 35, 'daily', 48, 357.83, '2024-09-21'),
(6462, 35, 'daily', 21, 170.83, '2023-03-01'),
(6463, 35, 'daily', 19, 165.49, '2023-03-02'),
(6464, 35, 'daily', 33, 187.93, '2023-03-03'),
(6465, 35, 'daily', 41, 332.43, '2023-03-04'),
(6466, 35, 'daily', 34, 252.33, '2023-03-05'),
(6467, 35, 'daily', 13, 90.57, '2023-03-06'),
(6468, 35, 'daily', 20, 31.46, '2023-03-07'),
(6469, 35, 'daily', 23, 194.49, '2023-03-08'),
(6470, 35, 'daily', 38, 376.2, '2023-03-09'),
(6471, 35, 'daily', 18, 59.67, '2023-03-10'),
(6472, 35, 'daily', 41, 152.95, '2023-03-11'),
(6473, 35, 'daily', 34, 143.75, '2023-03-12'),
(6474, 35, 'daily', 11, 66.97, '2023-03-13'),
(6475, 35, 'daily', 50, 183.27, '2023-03-14'),
(6476, 35, 'daily', 28, 258.37, '2023-03-15'),
(6477, 35, 'daily', 20, 65.39, '2023-03-16'),
(6478, 35, 'daily', 38, 147.31, '2023-03-17'),
(6479, 35, 'daily', 41, 322.23, '2023-03-18'),
(6480, 35, 'daily', 21, 157.39, '2023-03-19'),
(6481, 35, 'daily', 30, 242.58, '2023-03-20'),
(6482, 35, 'daily', 43, 131.44, '2023-03-21'),
(6483, 35, 'daily', 25, 226.31, '2023-09-01'),
(6484, 35, 'daily', 26, 42.57, '2023-09-02'),
(6485, 35, 'daily', 22, 23.31, '2023-09-03'),
(6486, 35, 'daily', 15, 108.97, '2023-09-04'),
(6487, 35, 'daily', 48, 457.25, '2023-09-05'),
(6488, 35, 'daily', 36, 46.4, '2023-09-06'),
(6489, 35, 'daily', 38, 191.02, '2023-09-07'),
(6490, 35, 'daily', 24, 139.14, '2023-09-08'),
(6491, 35, 'daily', 10, 50.68, '2023-09-09'),
(6492, 35, 'daily', 15, 71.77, '2023-09-10'),
(6493, 35, 'daily', 21, 28.84, '2023-09-11'),
(6494, 35, 'daily', 24, 176.19, '2023-09-12'),
(6495, 35, 'daily', 40, 193.71, '2023-09-13'),
(6496, 35, 'daily', 35, 87.0, '2023-09-14'),
(6497, 35, 'daily', 25, 63.65, '2023-09-15'),
(6498, 35, 'daily', 43, 341.98, '2023-09-16'),
(6499, 35, 'daily', 32, 186.95, '2023-09-17'),
(6500, 35, 'daily', 15, 116.53, '2023-09-18'),
(6501, 35, 'daily', 41, 328.05, '2023-09-19'),
(6502, 35, 'daily', 40, 61.19, '2023-09-20'),
(6503, 35, 'daily', 34, 93.97, '2023-09-21'),
(6504, 35, 'daily', 36, 89.13, '2022-03-01'),
(6505, 35, 'daily', 31, 162.15, '2022-03-02'),
(6506, 35, 'daily', 37, 284.55, '2022-03-03'),
(6507, 35, 'daily', 23, 139.07, '2022-03-04'),
(6508, 35, 'daily', 15, 133.22, '2022-03-05'),
(6509, 35, 'daily', 41, 343.84, '2022-03-06'),
(6510, 35, 'daily', 10, 90.28, '2022-03-07'),
(6511, 35, 'daily', 42, 296.58, '2022-03-08'),
(6512, 35, 'daily', 28, 182.48, '2022-03-09'),
(6513, 35, 'daily', 18, 115.74, '2022-03-10'),
(6514, 35, 'daily', 20, 23.09, '2022-03-11'),
(6515, 35, 'daily', 38, 79.26, '2022-03-12'),
(6516, 35, 'daily', 36, 60.61, '2022-03-13'),
(6517, 35, 'daily', 21, 131.35, '2022-03-14'),
(6518, 35, 'daily', 21, 175.79, '2022-03-15'),
(6519, 35, 'daily', 25, 124.33, '2022-03-16'),
(6520, 35, 'daily', 16, 44.96, '2022-03-17'),
(6521, 35, 'daily', 14, 96.64, '2022-03-18'),
(6522, 35, 'daily', 49, 481.11, '2022-03-19'),
(6523, 35, 'daily', 38, 79.04, '2022-03-20'),
(6524, 35, 'daily', 43, 89.54, '2022-03-21'),
(6525, 35, 'daily', 41, 334.21, '2022-09-01'),
(6526, 35, 'daily', 39, 315.16, '2022-09-02'),
(6527, 35, 'daily', 42, 179.38, '2022-09-03'),
(6528, 35, 'daily', 18, 50.18, '2022-09-04'),
(6529, 35, 'daily', 24, 121.16, '2022-09-05'),
(6530, 35, 'daily', 35, 248.68, '2022-09-06'),
(6531, 35, 'daily', 29, 274.63, '2022-09-07'),
(6532, 35, 'daily', 43, 288.72, '2022-09-08'),
(6533, 35, 'daily', 29, 31.09, '2022-09-09'),
(6534, 35, 'daily', 34, 83.23, '2022-09-10'),
(6535, 35, 'daily', 34, 120.39, '2022-09-11'),
(6536, 35, 'daily', 49, 433.48, '2022-09-12'),
(6537, 35, 'daily', 31, 285.92, '2022-09-13'),
(6538, 35, 'daily', 35, 93.65, '2022-09-14'),
(6539, 35, 'daily', 46, 195.15, '2022-09-15'),
(6540, 35, 'daily', 46, 225.18, '2022-09-16'),
(6541, 35, 'daily', 20, 142.05, '2022-09-17'),
(6542, 35, 'daily', 32, 156.25, '2022-09-18'),
(6543, 35, 'daily', 14, 45.39, '2022-09-19'),
(6544, 35, 'daily', 50, 335.93, '2022-09-20'),
(6545, 35, 'daily', 27, 203.33, '2022-09-21'),
(6546, 36, 'yearly', 6222, 475892.16, '2024-12-31'),
(6547, 36, 'yearly', 7439, 669327.99, '2023-12-31'),
(6548, 36, 'yearly', 5660, 133448.9, '2022-12-31'),
(6549, 36, 'yearly', 7001, 450204.1, '2021-12-31'),
(6550, 36, 'yearly', 8224, 356522.23, '2020-12-31'),
(6551, 36, 'yearly', 5558, 455215.54, '2019-12-31'),
(6552, 36, 'yearly', 5930, 327118.56, '2018-12-31'),
(6553, 36, 'monthly', 744, 12534.58, '2024-01-01'),
(6554, 36, 'monthly', 708, 41823.92, '2024-02-01'),
(6555, 36, 'monthly', 480, 11045.87, '2024-03-01'),
(6556, 36, 'monthly', 541, 15259.27, '2024-04-01'),
(6557, 36, 'monthly', 786, 11850.36, '2024-05-01'),
(6558, 36, 'monthly', 505, 38122.11, '2024-06-01'),
(6559, 36, 'monthly', 453, 15504.97, '2024-07-01'),
(6560, 36, 'monthly', 700, 14326.93, '2024-08-01'),
(6561, 36, 'monthly', 472, 27587.09, '2024-09-01'),
(6562, 36, 'monthly', 506, 31260.47, '2024-10-01'),
(6563, 36, 'monthly', 561, 30157.61, '2024-11-01'),
(6564, 36, 'monthly', 774, 47460.5, '2024-12-01'),
(6565, 36, 'monthly', 446, 25237.28, '2023-01-01'),
(6566, 36, 'monthly', 440, 23073.42, '2023-02-01'),
(6567, 36, 'monthly', 756, 24951.98, '2023-03-01'),
(6568, 36, 'monthly', 593, 33689.34, '2023-04-01'),
(6569, 36, 'monthly', 609, 41567.45, '2023-05-01'),
(6570, 36, 'monthly', 761, 54912.41, '2023-06-01'),
(6571, 36, 'monthly', 767, 33805.74, '2023-07-01'),
(6572, 36, 'monthly', 629, 47057.79, '2023-08-01'),
(6573, 36, 'monthly', 637, 35632.69, '2023-09-01'),
(6574, 36, 'monthly', 792, 12561.72, '2023-10-01'),
(6575, 36, 'monthly', 648, 9976.26, '2023-11-01'),
(6576, 36, 'monthly', 600, 39728.86, '2023-12-01'),
(6577, 36, 'monthly', 636, 40165.15, '2022-01-01'),
(6578, 36, 'monthly', 732, 45317.53, '2022-02-01'),
(6579, 36, 'monthly', 511, 8839.85, '2022-03-01'),
(6580, 36, 'monthly', 746, 42786.3, '2022-04-01'),
(6581, 36, 'monthly', 662, 10505.64, '2022-05-01'),
(6582, 36, 'monthly', 439, 17186.65, '2022-06-01'),
(6583, 36, 'monthly', 689, 54464.46, '2022-07-01'),
(6584, 36, 'monthly', 732, 22346.21, '2022-08-01'),
(6585, 36, 'monthly', 544, 15529.33, '2022-09-01'),
(6586, 36, 'monthly', 703, 20731.02, '2022-10-01'),
(6587, 36, 'monthly', 698, 36153.39, '2022-11-01'),
(6588, 36, 'monthly', 581, 22926.41, '2022-12-01'),
(6589, 36, 'weekly', 280, 12462.97, '2024-03-01'),
(6590, 36, 'weekly', 253, 12307.84, '2024-03-08'),
(6591, 36, 'weekly', 217, 7402.57, '2024-03-15'),
(6592, 36, 'weekly', 238, 2814.29, '2024-09-01'),
(6593, 36, 'weekly', 277, 7242.16, '2024-09-08'),
(6594, 36, 'weekly', 260, 6959.25, '2024-09-15'),
(6595, 36, 'weekly', 221, 10175.04, '2023-03-01'),
(6596, 36, 'weekly', 218, 3425.95, '2023-03-08'),
(6597, 36, 'weekly', 227, 2398.12, '2023-03-15'),
(6598, 36, 'weekly', 262, 11919.63, '2023-09-01'),
(6599, 36, 'weekly', 291, 1819.39, '2023-09-08'),
(6600, 36, 'weekly', 121, 2664.32, '2023-09-15'),
(6601, 36, 'weekly', 149, 4320.7, '2022-03-01'),
(6602, 36, 'weekly', 290, 11561.7, '2022-03-08'),
(6603, 36, 'weekly', 250, 10674.54, '2022-03-15'),
(6604, 36, 'weekly', 258, 10838.76, '2022-09-01'),
(6605, 36, 'weekly', 258, 7071.23, '2022-09-08'),
(6606, 36, 'weekly', 240, 7713.0, '2022-09-15'),
(6607, 36, 'daily', 13, 69.0, '2024-03-01'),
(6608, 36, 'daily', 41, 61.16, '2024-03-02'),
(6609, 36, 'daily', 13, 63.13, '2024-03-03'),
(6610, 36, 'daily', 20, 64.05, '2024-03-04'),
(6611, 36, 'daily', 31, 56.09, '2024-03-05'),
(6612, 36, 'daily', 23, 59.39, '2024-03-06'),
(6613, 36, 'daily', 10, 31.75, '2024-03-07'),
(6614, 36, 'daily', 11, 74.91, '2024-03-08'),
(6615, 36, 'daily', 38, 165.28, '2024-03-09'),
(6616, 36, 'daily', 22, 73.59, '2024-03-10'),
(6617, 36, 'daily', 18, 71.36, '2024-03-11'),
(6618, 36, 'daily', 30, 65.39, '2024-03-12'),
(6619, 36, 'daily', 50, 161.2, '2024-03-13'),
(6620, 36, 'daily', 44, 165.72, '2024-03-14'),
(6621, 36, 'daily', 26, 108.78, '2024-03-15'),
(6622, 36, 'daily', 36, 211.78, '2024-03-16'),
(6623, 36, 'daily', 15, 106.45, '2024-03-17'),
(6624, 36, 'daily', 25, 212.07, '2024-03-18'),
(6625, 36, 'daily', 26, 225.68, '2024-03-19'),
(6626, 36, 'daily', 40, 219.66, '2024-03-20'),
(6627, 36, 'daily', 47, 312.21, '2024-03-21'),
(6628, 36, 'daily', 33, 183.72, '2024-09-01'),
(6629, 36, 'daily', 38, 155.65, '2024-09-02'),
(6630, 36, 'daily', 29, 239.9, '2024-09-03'),
(6631, 36, 'daily', 38, 245.4, '2024-09-04'),
(6632, 36, 'daily', 17, 160.92, '2024-09-05'),
(6633, 36, 'daily', 22, 132.24, '2024-09-06'),
(6634, 36, 'daily', 34, 254.41, '2024-09-07'),
(6635, 36, 'daily', 33, 175.8, '2024-09-08'),
(6636, 36, 'daily', 22, 80.1, '2024-09-09'),
(6637, 36, 'daily', 28, 116.71, '2024-09-10'),
(6638, 36, 'daily', 44, 376.57, '2024-09-11'),
(6639, 36, 'daily', 12, 86.9, '2024-09-12'),
(6640, 36, 'daily', 40, 260.25, '2024-09-13'),
(6641, 36, 'daily', 18, 45.13, '2024-09-14'),
(6642, 36, 'daily', 43, 73.8, '2024-09-15'),
(6643, 36, 'daily', 29, 132.96, '2024-09-16'),
(6644, 36, 'daily', 38, 74.25, '2024-09-17'),
(6645, 36, 'daily', 32, 168.73, '2024-09-18'),
(6646, 36, 'daily', 50, 326.52, '2024-09-19'),
(6647, 36, 'daily', 29, 32.48, '2024-09-20'),
(6648, 36, 'daily', 22, 154.12, '2024-09-21'),
(6649, 36, 'daily', 30, 77.26, '2023-03-01'),
(6650, 36, 'daily', 17, 106.31, '2023-03-02'),
(6651, 36, 'daily', 20, 151.08, '2023-03-03'),
(6652, 36, 'daily', 42, 347.84, '2023-03-04'),
(6653, 36, 'daily', 16, 91.49, '2023-03-05'),
(6654, 36, 'daily', 14, 134.97, '2023-03-06'),
(6655, 36, 'daily', 25, 107.91, '2023-03-07'),
(6656, 36, 'daily', 11, 64.98, '2023-03-08'),
(6657, 36, 'daily', 34, 86.47, '2023-03-09'),
(6658, 36, 'daily', 23, 201.01, '2023-03-10'),
(6659, 36, 'daily', 17, 152.81, '2023-03-11'),
(6660, 36, 'daily', 17, 164.41, '2023-03-12'),
(6661, 36, 'daily', 39, 52.89, '2023-03-13'),
(6662, 36, 'daily', 16, 69.12, '2023-03-14'),
(6663, 36, 'daily', 46, 164.02, '2023-03-15'),
(6664, 36, 'daily', 32, 289.33, '2023-03-16'),
(6665, 36, 'daily', 17, 91.41, '2023-03-17'),
(6666, 36, 'daily', 42, 368.42, '2023-03-18'),
(6667, 36, 'daily', 39, 40.09, '2023-03-19'),
(6668, 36, 'daily', 31, 185.36, '2023-03-20'),
(6669, 36, 'daily', 27, 41.2, '2023-03-21'),
(6670, 36, 'daily', 47, 250.52, '2023-09-01'),
(6671, 36, 'daily', 43, 272.41, '2023-09-02'),
(6672, 36, 'daily', 30, 30.37, '2023-09-03'),
(6673, 36, 'daily', 31, 118.86, '2023-09-04'),
(6674, 36, 'daily', 49, 183.48, '2023-09-05'),
(6675, 36, 'daily', 23, 228.63, '2023-09-06'),
(6676, 36, 'daily', 24, 77.73, '2023-09-07'),
(6677, 36, 'daily', 24, 213.05, '2023-09-08'),
(6678, 36, 'daily', 20, 106.56, '2023-09-09'),
(6679, 36, 'daily', 44, 206.5, '2023-09-10'),
(6680, 36, 'daily', 26, 225.36, '2023-09-11'),
(6681, 36, 'daily', 22, 167.75, '2023-09-12'),
(6682, 36, 'daily', 36, 134.99, '2023-09-13'),
(6683, 36, 'daily', 11, 50.98, '2023-09-14'),
(6684, 36, 'daily', 16, 28.13, '2023-09-15'),
(6685, 36, 'daily', 43, 248.25, '2023-09-16'),
(6686, 36, 'daily', 13, 87.62, '2023-09-17'),
(6687, 36, 'daily', 14, 37.49, '2023-09-18'),
(6688, 36, 'daily', 48, 144.44, '2023-09-19'),
(6689, 36, 'daily', 14, 66.04, '2023-09-20'),
(6690, 36, 'daily', 20, 162.85, '2023-09-21'),
(6691, 36, 'daily', 21, 155.42, '2022-03-01'),
(6692, 36, 'daily', 23, 146.95, '2022-03-02'),
(6693, 36, 'daily', 22, 184.15, '2022-03-03'),
(6694, 36, 'daily', 50, 176.55, '2022-03-04'),
(6695, 36, 'daily', 21, 81.73, '2022-03-05'),
(6696, 36, 'daily', 22, 163.04, '2022-03-06'),
(6697, 36, 'daily', 22, 51.39, '2022-03-07'),
(6698, 36, 'daily', 35, 127.69, '2022-03-08'),
(6699, 36, 'daily', 36, 103.74, '2022-03-09'),
(6700, 36, 'daily', 35, 252.03, '2022-03-10'),
(6701, 36, 'daily', 43, 278.34, '2022-03-11'),
(6702, 36, 'daily', 46, 81.53, '2022-03-12'),
(6703, 36, 'daily', 17, 77.11, '2022-03-13'),
(6704, 36, 'daily', 48, 81.99, '2022-03-14'),
(6705, 36, 'daily', 32, 82.05, '2022-03-15'),
(6706, 36, 'daily', 37, 213.7, '2022-03-16'),
(6707, 36, 'daily', 20, 28.1, '2022-03-17'),
(6708, 36, 'daily', 35, 150.25, '2022-03-18'),
(6709, 36, 'daily', 39, 351.87, '2022-03-19'),
(6710, 36, 'daily', 42, 65.47, '2022-03-20'),
(6711, 36, 'daily', 38, 326.36, '2022-03-21'),
(6712, 36, 'daily', 39, 251.81, '2022-09-01'),
(6713, 36, 'daily', 20, 177.1, '2022-09-02'),
(6714, 36, 'daily', 40, 238.91, '2022-09-03'),
(6715, 36, 'daily', 30, 147.62, '2022-09-04'),
(6716, 36, 'daily', 50, 285.22, '2022-09-05'),
(6717, 36, 'daily', 49, 427.91, '2022-09-06'),
(6718, 36, 'daily', 29, 274.94, '2022-09-07'),
(6719, 36, 'daily', 42, 76.88, '2022-09-08'),
(6720, 36, 'daily', 47, 427.61, '2022-09-09'),
(6721, 36, 'daily', 38, 341.78, '2022-09-10'),
(6722, 36, 'daily', 21, 203.51, '2022-09-11'),
(6723, 36, 'daily', 36, 290.22, '2022-09-12'),
(6724, 36, 'daily', 27, 134.23, '2022-09-13'),
(6725, 36, 'daily', 18, 100.19, '2022-09-14'),
(6726, 36, 'daily', 29, 56.03, '2022-09-15'),
(6727, 36, 'daily', 25, 219.58, '2022-09-16'),
(6728, 36, 'daily', 44, 179.42, '2022-09-17'),
(6729, 36, 'daily', 45, 158.39, '2022-09-18'),
(6730, 36, 'daily', 23, 181.16, '2022-09-19'),
(6731, 36, 'daily', 33, 159.01, '2022-09-20'),
(6732, 36, 'daily', 37, 129.65, '2022-09-21'),
(6733, 37, 'yearly', 9286, 290851.78, '2024-12-31'),
(6734, 37, 'yearly', 8518, 436210.29, '2023-12-31'),
(6735, 37, 'yearly', 5670, 174415.38, '2022-12-31'),
(6736, 37, 'yearly', 7406, 420853.93, '2021-12-31'),
(6737, 37, 'yearly', 9558, 394655.09, '2020-12-31'),
(6738, 37, 'yearly', 7074, 608113.74, '2019-12-31'),
(6739, 37, 'yearly', 9378, 387917.36, '2018-12-31'),
(6740, 37, 'monthly', 558, 23497.58, '2024-01-01'),
(6741, 37, 'monthly', 621, 28638.35, '2024-02-01'),
(6742, 37, 'monthly', 449, 31413.12, '2024-03-01'),
(6743, 37, 'monthly', 782, 12038.34, '2024-04-01'),
(6744, 37, 'monthly', 422, 29363.89, '2024-05-01'),
(6745, 37, 'monthly', 571, 34103.02, '2024-06-01'),
(6746, 37, 'monthly', 706, 53318.98, '2024-07-01'),
(6747, 37, 'monthly', 645, 24118.93, '2024-08-01'),
(6748, 37, 'monthly', 536, 28419.49, '2024-09-01'),
(6749, 37, 'monthly', 489, 18797.74, '2024-10-01'),
(6750, 37, 'monthly', 619, 42833.51, '2024-11-01'),
(6751, 37, 'monthly', 604, 17346.41, '2024-12-01'),
(6752, 37, 'monthly', 696, 15744.21, '2023-01-01'),
(6753, 37, 'monthly', 414, 30003.55, '2023-02-01'),
(6754, 37, 'monthly', 694, 12994.1, '2023-03-01'),
(6755, 37, 'monthly', 431, 6511.73, '2023-04-01'),
(6756, 37, 'monthly', 513, 39259.93, '2023-05-01'),
(6757, 37, 'monthly', 457, 30292.2, '2023-06-01'),
(6758, 37, 'monthly', 723, 48478.57, '2023-07-01'),
(6759, 37, 'monthly', 710, 33547.91, '2023-08-01'),
(6760, 37, 'monthly', 772, 47256.77, '2023-09-01'),
(6761, 37, 'monthly', 526, 15313.89, '2023-10-01'),
(6762, 37, 'monthly', 473, 13122.49, '2023-11-01'),
(6763, 37, 'monthly', 759, 60375.8, '2023-12-01'),
(6764, 37, 'monthly', 410, 21685.14, '2022-01-01'),
(6765, 37, 'monthly', 499, 14542.54, '2022-02-01'),
(6766, 37, 'monthly', 609, 30352.29, '2022-03-01'),
(6767, 37, 'monthly', 620, 20259.46, '2022-04-01'),
(6768, 37, 'monthly', 405, 7680.06, '2022-05-01'),
(6769, 37, 'monthly', 715, 19701.52, '2022-06-01'),
(6770, 37, 'monthly', 488, 15911.47, '2022-07-01'),
(6771, 37, 'monthly', 401, 8131.11, '2022-08-01'),
(6772, 37, 'monthly', 690, 20866.54, '2022-09-01'),
(6773, 37, 'monthly', 694, 15781.2, '2022-10-01'),
(6774, 37, 'monthly', 668, 46217.86, '2022-11-01'),
(6775, 37, 'monthly', 654, 37413.1, '2022-12-01'),
(6776, 37, 'weekly', 238, 2268.27, '2024-03-01'),
(6777, 37, 'weekly', 266, 4877.4, '2024-03-08'),
(6778, 37, 'weekly', 293, 1783.09, '2024-03-15'),
(6779, 37, 'weekly', 191, 8602.84, '2024-09-01'),
(6780, 37, 'weekly', 270, 7943.97, '2024-09-08'),
(6781, 37, 'weekly', 172, 5579.39, '2024-09-15'),
(6782, 37, 'weekly', 294, 14416.86, '2023-03-01'),
(6783, 37, 'weekly', 218, 6450.97, '2023-03-08'),
(6784, 37, 'weekly', 152, 3170.23, '2023-03-15'),
(6785, 37, 'weekly', 130, 5590.08, '2023-09-01'),
(6786, 37, 'weekly', 144, 5866.56, '2023-09-08'),
(6787, 37, 'weekly', 300, 14198.09, '2023-09-15'),
(6788, 37, 'weekly', 107, 1599.31, '2022-03-01'),
(6789, 37, 'weekly', 244, 8499.7, '2022-03-08'),
(6790, 37, 'weekly', 133, 2323.22, '2022-03-15'),
(6791, 37, 'weekly', 110, 2587.71, '2022-09-01'),
(6792, 37, 'weekly', 202, 1928.72, '2022-09-08'),
(6793, 37, 'weekly', 296, 9540.15, '2022-09-15'),
(6794, 37, 'daily', 15, 51.22, '2024-03-01'),
(6795, 37, 'daily', 47, 183.82, '2024-03-02'),
(6796, 37, 'daily', 33, 151.61, '2024-03-03'),
(6797, 37, 'daily', 26, 125.0, '2024-03-04'),
(6798, 37, 'daily', 31, 269.07, '2024-03-05'),
(6799, 37, 'daily', 11, 68.77, '2024-03-06'),
(6800, 37, 'daily', 17, 166.9, '2024-03-07'),
(6801, 37, 'daily', 19, 171.31, '2024-03-08'),
(6802, 37, 'daily', 34, 333.07, '2024-03-09'),
(6803, 37, 'daily', 28, 187.86, '2024-03-10'),
(6804, 37, 'daily', 28, 106.36, '2024-03-11'),
(6805, 37, 'daily', 36, 336.57, '2024-03-12'),
(6806, 37, 'daily', 33, 193.53, '2024-03-13'),
(6807, 37, 'daily', 26, 197.44, '2024-03-14'),
(6808, 37, 'daily', 11, 19.43, '2024-03-15'),
(6809, 37, 'daily', 36, 45.85, '2024-03-16'),
(6810, 37, 'daily', 38, 363.44, '2024-03-17'),
(6811, 37, 'daily', 11, 75.57, '2024-03-18'),
(6812, 37, 'daily', 17, 85.51, '2024-03-19'),
(6813, 37, 'daily', 25, 42.74, '2024-03-20'),
(6814, 37, 'daily', 13, 62.41, '2024-03-21'),
(6815, 37, 'daily', 32, 74.42, '2024-09-01'),
(6816, 37, 'daily', 40, 280.98, '2024-09-02'),
(6817, 37, 'daily', 31, 281.2, '2024-09-03'),
(6818, 37, 'daily', 23, 82.74, '2024-09-04'),
(6819, 37, 'daily', 14, 46.29, '2024-09-05'),
(6820, 37, 'daily', 40, 281.68, '2024-09-06'),
(6821, 37, 'daily', 48, 191.61, '2024-09-07'),
(6822, 37, 'daily', 31, 63.59, '2024-09-08'),
(6823, 37, 'daily', 10, 70.36, '2024-09-09'),
(6824, 37, 'daily', 34, 118.64, '2024-09-10'),
(6825, 37, 'daily', 46, 227.45, '2024-09-11'),
(6826, 37, 'daily', 29, 177.94, '2024-09-12'),
(6827, 37, 'daily', 33, 255.86, '2024-09-13'),
(6828, 37, 'daily', 13, 123.36, '2024-09-14'),
(6829, 37, 'daily', 49, 486.49, '2024-09-15'),
(6830, 37, 'daily', 50, 109.57, '2024-09-16'),
(6831, 37, 'daily', 49, 300.81, '2024-09-17'),
(6832, 37, 'daily', 38, 351.25, '2024-09-18'),
(6833, 37, 'daily', 26, 82.17, '2024-09-19'),
(6834, 37, 'daily', 32, 32.43, '2024-09-20'),
(6835, 37, 'daily', 48, 321.0, '2024-09-21'),
(6836, 37, 'daily', 50, 467.48, '2023-03-01'),
(6837, 37, 'daily', 12, 46.2, '2023-03-02'),
(6838, 37, 'daily', 49, 478.73, '2023-03-03'),
(6839, 37, 'daily', 20, 55.13, '2023-03-04'),
(6840, 37, 'daily', 16, 51.81, '2023-03-05'),
(6841, 37, 'daily', 45, 242.4, '2023-03-06'),
(6842, 37, 'daily', 41, 402.55, '2023-03-07'),
(6843, 37, 'daily', 28, 227.63, '2023-03-08'),
(6844, 37, 'daily', 18, 106.37, '2023-03-09'),
(6845, 37, 'daily', 26, 222.62, '2023-03-10'),
(6846, 37, 'daily', 38, 358.68, '2023-03-11'),
(6847, 37, 'daily', 11, 13.93, '2023-03-12'),
(6848, 37, 'daily', 36, 133.74, '2023-03-13'),
(6849, 37, 'daily', 31, 142.5, '2023-03-14'),
(6850, 37, 'daily', 25, 237.5, '2023-03-15'),
(6851, 37, 'daily', 46, 276.43, '2023-03-16'),
(6852, 37, 'daily', 10, 62.79, '2023-03-17'),
(6853, 37, 'daily', 40, 249.18, '2023-03-18'),
(6854, 37, 'daily', 19, 19.31, '2023-03-19'),
(6855, 37, 'daily', 40, 344.78, '2023-03-20'),
(6856, 37, 'daily', 38, 377.88, '2023-03-21'),
(6857, 37, 'daily', 43, 130.08, '2023-09-01'),
(6858, 37, 'daily', 14, 79.46, '2023-09-02'),
(6859, 37, 'daily', 17, 28.3, '2023-09-03'),
(6860, 37, 'daily', 14, 69.76, '2023-09-04'),
(6861, 37, 'daily', 29, 147.43, '2023-09-05'),
(6862, 37, 'daily', 20, 72.13, '2023-09-06'),
(6863, 37, 'daily', 23, 106.13, '2023-09-07'),
(6864, 37, 'daily', 48, 402.2, '2023-09-08'),
(6865, 37, 'daily', 45, 425.26, '2023-09-09'),
(6866, 37, 'daily', 48, 427.19, '2023-09-10'),
(6867, 37, 'daily', 16, 50.52, '2023-09-11'),
(6868, 37, 'daily', 37, 47.2, '2023-09-12'),
(6869, 37, 'daily', 33, 66.9, '2023-09-13'),
(6870, 37, 'daily', 47, 291.63, '2023-09-14'),
(6871, 37, 'daily', 13, 55.04, '2023-09-15'),
(6872, 37, 'daily', 40, 322.73, '2023-09-16'),
(6873, 37, 'daily', 42, 118.52, '2023-09-17'),
(6874, 37, 'daily', 36, 123.78, '2023-09-18'),
(6875, 37, 'daily', 34, 196.82, '2023-09-19'),
(6876, 37, 'daily', 43, 393.5, '2023-09-20'),
